Angle,Strain,Stress
50,1.270383,35.07753
50,1.270383,35.09919
50,1.275146,35.12123
50,1.275146,35.13739
50,1.275146,35.1596
50,1.275146,35.19137
50,1.279925,35.21046
50,1.279925,35.23103
50,1.279925,35.25508
50,1.284895,35.2729
50,1.284895,35.30154
50,1.284895,35.32082
50,1.284895,35.34101
50,1.284895,35.36121
50,1.284895,35.38472
50,1.289992,35.41208
50,1.289992,35.43576
50,1.289992,35.45779
50,1.289992,35.48883
50,1.294986,35.51068
50,1.294986,35.51986
50,1.294986,35.54134
50,1.299892,35.56301
50,1.299892,35.58761
50,1.299892,35.60451
50,1.299892,35.6315
50,1.299892,35.65776
50,1.299892,35.67685
50,1.304735,35.70146
50,1.304735,35.72055
50,1.304735,35.73782
50,1.304735,35.75636
50,1.309577,35.776
50,1.309577,35.79565
50,1.309577,35.81456
50,1.314483,35.83917
50,1.314483,35.86781
50,1.314483,35.88066
50,1.314483,35.90252
50,1.314483,35.91757
50,1.314483,35.95007
50,1.318928,35.97449
50,1.318928,35.98478
50,1.318928,36.00644
50,1.318928,36.02554
50,1.323292,36.03968
50,1.323292,36.06502
50,1.323292,36.0933
50,1.327856,36.10945
50,1.327856,36.12286
50,1.327856,36.13902
50,1.327856,36.1594
50,1.327856,36.18584
50,1.327856,36.20879
50,1.3323,36.22789
50,1.3323,36.25377
50,1.3323,36.26755
50,1.3323,36.27746
50,1.336641,36.29674
50,1.336641,36.31308
50,1.34103,36.33677
50,1.34103,36.36082
50,1.34103,36.38065
50,1.34103,36.40269
50,1.34103,36.42197
50,1.34103,36.44326
50,1.34103,36.46989
50,1.34514,36.48275
50,1.34514,36.4989
50,1.34514,36.52131
50,1.34514,36.54958
50,1.349464,36.56519
50,1.349464,36.56831
50,1.353956,36.58612
50,1.353956,36.61458
50,1.353956,36.63
50,1.353956,36.65314
50,1.353956,36.67022
50,1.353956,36.68674
50,1.353956,36.7108
50,1.357867,36.72861
50,1.357867,36.74366
50,1.357867,36.76111
50,1.357867,36.77359
50,1.361754,36.79746
50,1.361754,36.81803
50,1.361754,36.84355
50,1.365991,36.85806
50,1.365991,36.86136
50,1.365991,36.88596
50,1.365991,36.90984
50,1.365991,36.92765
50,1.365991,36.94252
50,1.370228,36.95831
50,1.370228,36.98071
50,1.370228,36.99816
50,1.370228,37.00917
50,1.374442,37.03763
50,1.374442,37.05728
50,1.378488,37.06554
50,1.378488,37.09474
50,1.378488,37.11181
50,1.378488,37.12834
50,1.378488,37.14138
50,1.378488,37.15386
50,1.378488,37.17718
50,1.382438,37.19958
50,1.382438,37.21647
50,1.382438,37.23282
50,1.382438,37.24714
50,1.38693,37.25834
50,1.38693,37.28257
50,1.38693,37.2991
50,1.391645,37.31857
50,1.391645,37.33693
50,1.391645,37.36116
50,1.391645,37.37163
50,1.391645,37.38963
50,1.391645,37.40909
50,1.396082,37.4291
50,1.396082,37.43865
50,1.396082,37.45977
50,1.396082,37.47464
50,1.400597,37.48914
50,1.400597,37.51283
50,1.404548,37.5288
50,1.404548,37.54184
50,1.404548,37.56112
50,1.404548,37.5782
50,1.404548,37.60133
50,1.404548,37.623
50,1.404548,37.63677
50,1.407591,37.64724
50,1.407591,37.65495
50,1.407591,37.67827
50,1.407591,37.70049
50,1.411151,37.715
50,1.411151,37.73152
50,1.415715,37.7385
50,1.415715,37.76072
50,1.415715,37.78238
50,1.415715,37.79799
50,1.415715,37.8147
50,1.415715,37.83287
50,1.420254,37.83894
50,1.420254,37.85234
50,1.420254,37.86758
50,1.420254,37.88465
50,1.420254,37.90393
50,1.424523,37.92524
50,1.424523,37.94506
50,1.42841,37.95204
50,1.42841,37.96912
50,1.42841,37.99042
50,1.42841,37.99868
50,1.42841,38.01117
50,1.42841,38.02824
50,1.42841,38.03981
50,1.431771,38.0545
50,1.431771,38.08112
50,1.431771,38.09269
50,1.431771,38.10518
50,1.434957,38.12317
50,1.434957,38.12721
50,1.438199,38.14814
50,1.438199,38.17587
50,1.438199,38.19184
50,1.438199,38.20654
50,1.438199,38.21535
50,1.438199,38.23536
50,1.438199,38.25519
50,1.441783,38.2607
50,1.441783,38.26952
50,1.441783,38.28843
50,1.441783,38.29908
50,1.445925,38.3235
50,1.445925,38.34425
50,1.445925,38.36224
50,1.45017,38.3694
50,1.45017,38.37473
50,1.45017,38.38207
50,1.45017,38.40355
50,1.45017,38.42485
50,1.45017,38.44138
50,1.454152,38.45589
50,1.454152,38.4669
50,1.454152,38.47774
50,1.454152,38.49793
50,1.458238,38.51905
50,1.458238,38.53337
50,1.461918,38.53796
50,1.461918,38.55431
50,1.461918,38.56459
50,1.461918,38.58056
50,1.461918,38.59103
50,1.461918,38.60315
50,1.464912,38.61747
50,1.464912,38.63803
50,1.464912,38.65878
50,1.464912,38.67549
50,1.464912,38.69881
50,1.468289,38.71809
50,1.468289,38.73517
50,1.472041,38.75739
50,1.472041,38.77758
50,1.472041,38.79227
50,1.472041,38.83267
50,1.472041,38.85892
50,1.472041,38.87747
50,1.475577,38.89014
50,1.475577,38.91732
50,1.475577,38.94853
50,1.475577,38.97552
50,1.475577,38.99884
50,1.479647,39.02326
50,1.479647,39.05521
50,1.484346,39.07724
50,1.484346,39.10112
50,1.484346,39.12553
50,1.484346,39.14904
50,1.484346,39.17126
50,1.484346,39.20229
50,1.488934,39.21183
50,1.488934,39.23919
50,1.488934,39.27371
50,1.493824,39.2963
50,1.493824,39.32384
50,1.493824,39.34698
50,1.493824,39.37011
50,1.499192,39.38847
50,1.499192,39.41657
50,1.499192,39.43493
50,1.499192,39.45843
50,1.499192,39.48818
50,1.499192,39.51315
50,1.504545,39.53482
50,1.504545,39.55685
50,1.504545,39.58384
50,1.504545,39.59357
50,1.504545,39.61634
50,1.510749,39.6516
50,1.510749,39.67657
50,1.517105,39.70026
50,1.517105,39.72449
50,1.517105,39.75773
50,1.517105,39.77627
50,1.517105,39.79683
50,1.517105,39.81961
50,1.52217,39.84898
50,1.52217,39.87267
50,1.52217,39.89563
50,1.52217,39.91894
50,1.52217,39.93694
50,1.527037,39.9586
50,1.527037,39.98596
50,1.532652,40.00891
50,1.532652,40.03113
50,1.532652,40.0561
50,1.532652,40.07226
50,1.532652,40.09925
50,1.532652,40.12111
50,1.538387,40.14681
50,1.538387,40.16885
50,1.538387,40.18574
50,1.538387,40.21291
50,1.544304,40.24357
50,1.544304,40.268
50,1.544304,40.28764
50,1.550349,40.30729
50,1.550349,40.32859
50,1.550349,40.35117
50,1.550349,40.3789
50,1.550349,40.40258
50,1.550349,40.42462
50,1.556084,40.44188
50,1.556084,40.47126
50,1.556084,40.49183
50,1.556084,40.5111
50,1.562137,40.53241
50,1.562137,40.5605
50,1.562137,40.57721
50,1.568063,40.59814
50,1.568063,40.62605
50,1.568063,40.64533
50,1.568063,40.66259
50,1.568063,40.68536
50,1.568063,40.70831
50,1.573136,40.72006
50,1.573136,40.74522
50,1.573136,40.76615
50,1.573136,40.78506
50,1.578043,40.80691
50,1.578043,40.83868
50,1.578043,40.8664
50,1.583021,40.8833
50,1.583021,40.89119
50,1.583021,40.91212
50,1.583021,40.93801
50,1.583021,40.96482
50,1.583021,40.99347
50,1.587847,41.00412
50,1.587847,41.02909
50,1.587847,41.04947
50,1.587847,41.07205
50,1.59367,41.0895
50,1.59367,41.10896
50,1.600201,41.12677
50,1.600201,41.15487
50,1.600201,41.18149
50,1.600201,41.1892
50,1.600201,41.20242
50,1.600201,41.23309
50,1.600201,41.25714
50,1.606126,41.27642
50,1.606126,41.28762
50,1.606126,41.30323
50,1.606126,41.32819
50,1.612156,41.35041
50,1.612156,41.37282
50,1.612156,41.39449
50,1.618655,41.40954
50,1.618655,41.43488
50,1.618655,41.46077
50,1.618655,41.47326
50,1.618655,41.49143
50,1.618655,41.51016
50,1.624764,41.52705
50,1.624764,41.55221
50,1.624764,41.57957
50,1.624764,41.59719
50,1.624764,41.60858
50,1.63053,41.63411
50,1.63053,41.64953
50,1.63589,41.67615
50,1.63589,41.69708
50,1.63589,41.71343
50,1.63589,41.73362
50,1.63589,41.75382
50,1.63589,41.77034
50,1.640574,41.78779
50,1.640574,41.80633
50,1.640574,41.82984
50,1.640574,41.85371
50,1.64583,41.87445
50,1.64583,41.88437
50,1.64583,41.90402
50,1.651851,41.93633
50,1.651851,41.95029
50,1.651851,41.96443
50,1.651851,41.97581
50,1.651851,41.99803
50,1.651851,42.01603
50,1.657514,42.03604
50,1.657514,42.04228
50,1.657514,42.06248
50,1.657514,42.08837
50,1.663464,42.10783
50,1.663464,42.1273
50,1.663464,42.13886
50,1.669629,42.15135
50,1.669629,42.171
50,1.669629,42.18752
50,1.669629,42.20864
50,1.669629,42.23544
50,1.669629,42.25197
50,1.675172,42.26942
50,1.675172,42.28319
50,1.675172,42.29769
50,1.675172,42.31734
50,1.681281,42.34249
50,1.681281,42.36599
50,1.681281,42.37995
50,1.687947,42.39189
50,1.687947,42.40639
50,1.687947,42.42237
50,1.687947,42.44862
50,1.687947,42.47323
50,1.687947,42.48351
50,1.693937,42.49857
50,1.693937,42.50775
50,1.693937,42.5296
50,1.693937,42.54869
50,1.699998,42.57036
50,1.699998,42.59074
50,1.699998,42.59956
50,1.706195,42.61168
50,1.706195,42.63463
50,1.706195,42.64895
50,1.706195,42.66511
50,1.706195,42.67558
50,1.706195,42.691
50,1.712463,42.71799
50,1.712463,42.73213
50,1.712463,42.74462
50,1.712463,42.76701
50,1.71889,42.78262
50,1.71889,42.78813
50,1.71889,42.80704
50,1.724888,42.82265
50,1.724888,42.84358
50,1.724888,42.85515
50,1.724888,42.86966
50,1.724888,42.88269
50,1.724888,42.90051
50,1.730296,42.92144
50,1.730296,42.94733
50,1.730296,42.95577
50,1.730296,42.96881
50,1.736078,42.98093
50,1.736078,42.99966
50,1.736078,43.0193
50,1.742617,43.03711
50,1.742617,43.0496
50,1.742617,43.06245
50,1.742617,43.0788
50,1.742617,43.0933
50,1.742617,43.11203
50,1.748423,43.13039
50,1.748423,43.15463
50,1.748423,43.1706
50,1.748423,43.17464
50,1.754198,43.19227
50,1.754198,43.19888
50,1.754198,43.20806
50,1.760904,43.22789
50,1.760904,43.24221
50,1.760904,43.25948
50,1.760904,43.2771
50,1.760904,43.28445
50,1.76753,43.30207
50,1.76753,43.31603
50,1.76753,43.32815
50,1.76753,43.33751
50,1.76753,43.35257
50,1.77356,43.36487
50,1.77356,43.37956
50,1.77356,43.38525
50,1.779318,43.41316
50,1.779318,43.43409
50,1.779318,43.44236
50,1.779318,43.45503
50,1.779318,43.46219
50,1.779318,43.47467
50,1.785013,43.5024
50,1.785013,43.5125
50,1.785013,43.52333
50,1.785013,43.53435
50,1.790931,43.54298
50,1.790931,43.55968
50,1.797231,43.57089
50,1.797231,43.58301
50,1.797231,43.60357
50,1.797231,43.61422
50,1.797231,43.62579
50,1.797231,43.63626
50,1.797231,43.65131
50,1.803666,43.66619
50,1.803666,43.67114
50,1.803666,43.67812
50,1.803666,43.69024
50,1.810189,43.70511
50,1.810189,43.7299
50,1.816561,43.74349
50,1.816561,43.75212
50,1.816561,43.76754
50,1.816561,43.77856
50,1.816561,43.78425
50,1.816561,43.79894
50,1.816561,43.80426
50,1.822192,43.81234
50,1.822192,43.83731
50,1.822192,43.85292
50,1.822192,43.86082
50,1.827847,43.86559
50,1.827847,43.87808
50,1.834163,43.89515
50,1.834163,43.90672
50,1.834163,43.91792
50,1.834163,43.92802
50,1.834163,43.9418
50,1.834163,43.9473
50,1.834163,43.95832
50,1.83985,43.96603
50,1.83985,43.97998
50,1.83985,43.99706
50,1.83985,44.00606
50,1.846142,44.01414
50,1.846142,44.0213
50,1.853469,44.03397
50,1.853469,44.04683
50,1.853469,44.06482
50,1.853469,44.06647
50,1.853469,44.06941
50,1.853469,44.07583
50,1.853469,44.09052
50,1.860199,44.1076
50,1.860199,44.11201
50,1.860199,44.12064
50,1.860199,44.13312
50,1.866723,44.13661
50,1.866723,44.14744
50,1.873405,44.16434
50,1.873405,44.17113
50,1.873405,44.17719
50,1.873405,44.19133
50,1.873405,44.20271
50,1.873405,44.20473
50,1.873405,44.20969
50,1.879729,44.21483
50,1.879729,44.23338
50,1.879729,44.23944
50,1.886164,44.24752
50,1.886164,44.26404
50,1.886164,44.28056
50,1.886164,44.28185
50,1.893245,44.28791
50,1.893245,44.29874
50,1.893245,44.30664
50,1.893245,44.30737
50,1.893245,44.31306
50,1.893245,44.3228
50,1.899776,44.33327
50,1.899776,44.34538
50,1.899776,44.34869
50,1.899776,44.3676
50,1.906172,44.38266
50,1.906172,44.38431
50,1.912376,44.38468
50,1.912376,44.39257
50,1.912376,44.40047
50,1.912376,44.4102
50,1.912376,44.41736
50,1.912376,44.42305
50,1.912376,44.42838
50,1.91776,44.43645
50,1.91776,44.4449
50,1.91776,44.45133
50,1.91776,44.46455
50,1.91776,44.46859
50,1.91776,44.47373
50,1.923861,44.47263
50,1.923861,44.48273
50,1.923861,44.48989
50,1.930679,44.50017
50,1.930679,44.50752
50,1.930679,44.51302
50,1.930679,44.52092
50,1.937186,44.52973
50,1.937186,44.53322
50,1.937186,44.53763
50,1.937186,44.5492
50,1.944291,44.54901
50,1.944291,44.55287
50,1.95165,44.56223
50,1.95165,44.56792
50,1.95165,44.5738
50,1.95165,44.57986
50,1.95165,44.5828
50,1.95165,44.59198
50,1.958101,44.59822
50,1.958101,44.59657
50,1.958101,44.60593
50,1.958101,44.61255
50,1.958101,44.61677
50,1.964433,44.6186
50,1.964433,44.62613
50,1.971108,44.63182
50,1.971108,44.6377
50,1.971108,44.65551
50,1.971108,44.65955
50,1.971108,44.65386
50,1.971108,44.6489
50,1.977679,44.66084
50,1.977679,44.6702
50,1.977679,44.67295
50,1.977679,44.6735
50,1.977679,44.6803
50,1.98452,44.68526
50,1.98452,44.68581
50,1.991601,44.70197
50,1.991601,44.7106
50,1.991601,44.70858
50,1.991601,44.71243
50,1.991601,44.71408
50,1.991601,44.71023
50,1.998068,44.7161
50,1.998068,44.71629
50,1.998068,44.71867
50,1.998068,44.72455
50,1.998068,44.73061
50,2.004328,44.73208
50,2.004328,44.74126
50,2.010995,44.73905
50,2.010995,44.74732
50,2.010995,44.75099
50,2.010995,44.75026
50,2.010995,44.75209
50,2.010995,44.75558
50,2.017869,44.75412
50,2.017869,44.76403
50,2.017869,44.76623
50,2.017869,44.7655
50,2.017869,44.77009
50,2.025244,44.7677
50,2.025244,44.76201
50,2.033033,44.76348
50,2.033033,44.77615
50,2.033033,44.77211
50,2.033033,44.77871
50,2.033033,44.78019
50,2.033033,44.78019
50,2.040233,44.78808
50,2.040233,44.79285
50,2.040233,44.79433
50,2.040233,44.79708
50,2.046741,44.79598
50,2.046741,44.79634
50,2.046741,44.798
50,2.053064,44.7991
50,2.053064,44.7912
50,2.053064,44.79322
50,2.053064,44.79947
50,2.053064,44.80571
50,2.053064,44.80534
50,2.058958,44.80314
50,2.058958,44.80516
50,2.058958,44.80956
50,2.058958,44.80424
50,2.06498,44.80809
50,2.06498,44.80461
50,2.06498,44.8114
50,2.071654,44.81067
50,2.071654,44.80075
50,2.071654,44.80773
50,2.071654,44.80901
50,2.071654,44.81158
50,2.071654,44.81434
50,2.078153,44.81562
50,2.078153,44.81709
50,2.078153,44.81746
50,2.078153,44.82499
50,2.085106,44.82315
50,2.085106,44.81728
50,2.085106,44.81911
50,2.085106,44.81525
50,2.085106,44.81085
50,2.092705,44.82003
50,2.092705,44.81985
50,2.092705,44.82022
50,2.092705,44.8226
50,2.099578,44.82022
50,2.099578,44.80846
50,2.099578,44.81085
50,2.099578,44.80608
50,2.099578,44.8092
50,2.10634,44.81397
50,2.10634,44.81489
50,2.113309,44.8125
50,2.113309,44.80149
50,2.113309,44.79726
50,2.113309,44.80442
50,2.113309,44.80516
50,2.113309,44.80718
50,2.120151,44.81158
50,2.120151,44.81416
50,2.120151,44.81342
50,2.120151,44.81158
50,2.120151,44.80865
50,2.127542,44.80149
50,2.127542,44.79451
50,2.134957,44.79689
50,2.134957,44.79414
50,2.134957,44.79322
50,2.134957,44.80461
50,2.134957,44.8092
50,2.141226,44.80075
50,2.141226,44.79837
50,2.141226,44.79249
50,2.141226,44.78368
50,2.141226,44.78955
50,2.147932,44.78881
50,2.147932,44.789
50,2.147932,44.78423
50,2.155562,44.78551
50,2.155562,44.77523
50,2.155562,44.7767
50,2.155562,44.77578
50,2.155562,44.78
50,2.155562,44.78092
50,2.16277,44.77596
50,2.16277,44.77504
50,2.16277,44.76862
50,2.16277,44.77137
50,2.17005,44.76458
50,2.17005,44.76054
50,2.17005,44.7655
50,2.177329,44.76733
50,2.177329,44.75521
50,2.177329,44.75227
50,2.177329,44.75154
50,2.177329,44.75485
50,2.177329,44.74768
50,2.183797,44.74879
50,2.183797,44.75063
50,2.183797,44.75007
50,2.183797,44.74291
50,2.190264,44.72051
50,2.190264,44.715
50,2.190264,44.72271
50,2.197018,44.72859
50,2.197018,44.71666
50,2.197018,44.72124
50,2.197018,44.72896
50,2.197018,44.72087
50,2.197018,44.71519
50,2.203462,44.70729
50,2.203462,44.70747
50,2.203462,44.71261
50,2.203462,44.70894
50,2.209698,44.69829
50,2.209698,44.69315
50,2.209698,44.68801
50,2.216022,44.68544
50,2.216022,44.68673
50,2.216022,44.68158
50,2.216022,44.68452
50,2.216022,44.68654
50,2.216022,44.6792
50,2.222585,44.67773
50,2.222585,44.67553
50,2.222585,44.66671
50,2.222585,44.66157
50,2.229801,44.66708
50,2.229801,44.66249
50,2.229801,44.65129
50,2.237001,44.64706
50,2.237001,44.64761
50,2.237001,44.64909
50,2.237001,44.63384
50,2.237001,44.62852
50,2.237001,44.63733
50,2.243213,44.63807
50,2.243213,44.62687
50,2.243213,44.62778
50,2.243213,44.63293
50,2.249808,44.62246
50,2.249808,44.62026
50,2.249808,44.6153
50,2.257096,44.60759
50,2.257096,44.6063
50,2.257096,44.60704
50,2.257096,44.59565
50,2.257096,44.59785
50,2.257096,44.58831
50,2.264184,44.58408
50,2.264184,44.57692
50,2.264184,44.57729
50,2.264184,44.57747
50,2.271225,44.576
50,2.271225,44.55471
50,2.271225,44.5536
50,2.278202,44.55746
50,2.278202,44.55599
50,2.278202,44.55067
50,2.278202,44.5413
50,2.278202,44.53763
50,2.278202,44.53983
50,2.284956,44.54094
50,2.284956,44.53836
50,2.284956,44.53193
50,2.284956,44.53378
50,2.291997,44.52698
50,2.291997,44.52129
50,2.291997,44.52147
50,2.299205,44.5099
50,2.299205,44.51009
50,2.299205,44.50568
50,2.299205,44.49705
50,2.299205,44.49374
50,2.305999,44.48401
50,2.305999,44.48218
50,2.305999,44.48658
50,2.305999,44.48199
50,2.305999,44.48052
50,2.312593,44.46712
50,2.312593,44.46822
50,2.312593,44.46932
50,2.319268,44.47593
50,2.319268,44.45684
50,2.319268,44.45133
50,2.319268,44.45078
50,2.319268,44.45005
50,2.319268,44.44857
50,2.325831,44.43021
50,2.325831,44.42085
50,2.325831,44.42562
50,2.325831,44.4203
50,2.332354,44.41846
50,2.332354,44.41093
50,2.338766,44.4146
50,2.338766,44.41075
50,2.338766,44.39735
50,2.338766,44.40065
50,2.338766,44.39294
50,2.338766,44.39808
50,2.338766,44.39716
50,2.345098,44.38982
50,2.345098,44.37366
50,2.345098,44.36374
50,2.345098,44.36632
50,2.352186,44.36411
50,2.352186,44.37201
50,2.352186,44.36668
50,2.359466,44.36429
50,2.359466,44.36117
50,2.359466,44.34649
50,2.359466,44.32849
50,2.359466,44.33216
50,2.359466,44.31913
50,2.366037,44.31839
50,2.366037,44.32188
50,2.366037,44.32114
50,2.366037,44.31013
50,2.366037,44.31197
50,2.372942,44.30921
50,2.372942,44.30517
50,2.372942,44.30113
50,2.372942,44.29434
50,2.380214,44.28515
50,2.380214,44.28901
50,2.380214,44.27763
50,2.380214,44.26588
50,2.387733,44.26202
50,2.387733,44.26643
50,2.387733,44.27139
50,2.387733,44.26147
50,2.395474,44.25064
50,2.395474,44.25247
50,2.395474,44.25082
50,2.402125,44.24513
50,2.402125,44.23723
50,2.402125,44.23447
50,2.402125,44.22952
50,2.402125,44.22768
50,2.402125,44.22401
50,2.408066,44.21704
50,2.408066,44.20914
50,2.408066,44.2084
50,2.408066,44.19812
50,2.41451,44.20216
50,2.41451,44.20675
50,2.421487,44.20216
50,2.421487,44.19463
50,2.421487,44.1838
50,2.421487,44.17223
50,2.421487,44.16434
50,2.421487,44.15993
50,2.421487,44.16195
50,2.42805,44.16305
50,2.42805,44.14634
50,2.42805,44.14708
50,2.42805,44.1434
50,2.434628,44.13514
50,2.434628,44.13881
50,2.434628,44.13239
50,2.441558,44.13404
50,2.441558,44.12339
50,2.441558,44.12284
50,2.441558,44.11605
50,2.441558,44.1076
50,2.441558,44.10797
50,2.447786,44.10136
50,2.447786,44.09365
50,2.447786,44.09365
50,2.447786,44.09676
50,2.453975,44.08997
50,2.453975,44.07803
50,2.460442,44.0784
50,2.460442,44.07327
50,2.460442,44.05894
50,2.460442,44.05674
50,2.460442,44.05986
50,2.460442,44.05582
50,2.460442,44.04774
50,2.46628,44.04683
50,2.46628,44.04168
50,2.46628,44.03837
50,2.46628,44.02534
50,2.47258,44.02167
50,2.47258,44.01965
50,2.479486,44.01396
50,2.479486,44.01524
50,2.479486,44.00496
50,2.479486,43.99945
50,2.479486,43.99927
50,2.479486,43.99761
50,2.479486,43.99192
50,2.485698,43.98072
50,2.485698,43.98274
50,2.485698,43.97374
50,2.485698,43.96548
50,2.491934,43.96107
50,2.491934,43.96254
50,2.498872,43.95887
50,2.498872,43.94712
50,2.498872,43.94418
50,2.498872,43.944
50,2.498872,43.94436
50,2.498872,43.9339
50,2.505913,43.92307
50,2.505913,43.92564
50,2.505913,43.92637
50,2.505913,43.91792
50,2.505913,43.90874
50,2.513104,43.91315
50,2.513104,43.89828
50,2.520066,43.88781
50,2.520066,43.8902
50,2.520066,43.89001
50,2.520066,43.88597
50,2.520066,43.87808
50,2.520066,43.8722
50,2.526628,43.86541
50,2.526628,43.86266
50,2.526628,43.86339
50,2.526628,43.85954
50,2.526628,43.84833
50,2.533892,43.84521
50,2.533892,43.83585
50,2.541459,43.83731
50,2.541459,43.83125
50,2.541459,43.82961
50,2.541459,43.82299
50,2.541459,43.81914
50,2.541459,43.81289
50,2.548261,43.80518
50,2.548261,43.80757
50,2.548261,43.80665
50,2.548261,43.80114
50,2.548261,43.79288
50,2.554577,43.78737
50,2.554577,43.78994
50,2.560199,43.77305
50,2.560199,43.76754
50,2.560199,43.76332
50,2.560199,43.76405
50,2.560199,43.75891
50,2.560199,43.74937
50,2.565751,43.74385
50,2.565751,43.74276
50,2.565751,43.73945
50,2.565751,43.72403
50,2.565751,43.72843
50,2.572489,43.731
50,2.572489,43.71943
50,2.580127,43.71447
50,2.580127,43.71632
50,2.580127,43.71227
50,2.580127,43.70842
50,2.580127,43.69226
50,2.580127,43.69575
50,2.587041,43.68712
50,2.587041,43.67886
50,2.587041,43.67371
50,2.587041,43.66068
50,2.587041,43.65701
50,2.593293,43.65994
50,2.593293,43.65903
50,2.599975,43.66545
50,2.599975,43.65554
50,2.599975,43.64507
50,2.599975,43.64452
50,2.599975,43.64048
50,2.599975,43.62579
50,2.60653,43.62358
50,2.60653,43.62469
50,2.60653,43.62175
50,2.60653,43.60908
50,2.60653,43.60651
50,2.613364,43.6089
50,2.613364,43.60284
50,2.613364,43.60229
50,2.620182,43.58668
50,2.620182,43.5775
50,2.620182,43.58135
50,2.620182,43.57823
50,2.620182,43.57125
50,2.620182,43.56832
50,2.625924,43.56409
50,2.625924,43.55583
50,2.625924,43.54739
50,2.625924,43.54408
50,2.631611,43.53379
50,2.631611,43.53527
50,2.631611,43.53416
50,2.637608,43.52645
50,2.637608,43.51782
50,2.637608,43.51947
50,2.637608,43.51085
50,2.637608,43.5046
50,2.643335,43.51213
50,2.643335,43.50735
50,2.643335,43.49358
50,2.648886,43.4822
50,2.648886,43.48441
50,2.648886,43.48587
50,2.648886,43.48092
50,2.654748,43.47192
50,2.654748,43.462
50,2.654748,43.46053
50,2.654748,43.45539
50,2.654748,43.45007
50,2.654748,43.44162
50,2.660953,43.43666
50,2.660953,43.43226
50,2.660953,43.42657
50,2.660953,43.43005
50,2.660953,43.43061
50,2.667532,43.42197
50,2.667532,43.41996
50,2.674214,43.41867
50,2.674214,43.40949
50,2.674214,43.39719
50,2.674214,43.39168
50,2.674214,43.39186
50,2.674214,43.38287
50,2.680339,43.38543
50,2.680339,43.38268
50,2.680339,43.37975
50,2.680339,43.37662
50,2.68609,43.37332
50,2.68609,43.36707
50,2.68609,43.36322
50,2.69188,43.34926
50,2.69188,43.35018
50,2.69188,43.3432
50,2.69188,43.33017
50,2.69188,43.32888
50,2.69188,43.32741
50,2.697973,43.32154
50,2.697973,43.32631
50,2.697973,43.32521
50,2.697973,43.31309
50,2.704918,43.30777
50,2.704918,43.3063
50,2.704918,43.29253
50,2.711799,43.28701
50,2.711799,43.2782
50,2.711799,43.27233
50,2.711799,43.26902
50,2.711799,43.27269
50,2.711799,43.25948
50,2.717717,43.25892
50,2.717717,43.25507
50,2.717717,43.24552
50,2.717717,43.23634
50,2.723643,43.2435
50,2.723643,43.24166
50,2.723643,43.23138
50,2.729776,43.2233
50,2.729776,43.22257
50,2.729776,43.21852
50,2.729776,43.21394
50,2.729776,43.20788
50,2.735558,43.20623
50,2.735558,43.20751
50,2.735558,43.20366
50,2.735558,43.19649
50,2.735558,43.19117
50,2.74146,43.18731
50,2.74146,43.1796
50,2.74146,43.17795
50,2.747107,43.17428
50,2.747107,43.17538
50,2.747107,43.16198
50,2.747107,43.15096
50,2.747107,43.15133
50,2.747107,43.14233
50,2.752141,43.13351
50,2.752141,43.14269
50,2.752141,43.14233
50,2.752141,43.12911
50,2.757811,43.11148
50,2.757811,43.11442
50,2.757811,43.11773
50,2.763904,43.11846
50,2.763904,43.1124
50,2.763904,43.10083
50,2.763904,43.0933
50,2.763904,43.09055
50,2.763904,43.09073
50,2.769265,43.08577
50,2.769265,43.08081
50,2.769265,43.07549
50,2.769265,43.06447
50,2.774282,43.05309
50,2.774282,43.04244
50,2.774282,43.04721
50,2.779428,43.05052
50,2.779428,43.0496
50,2.779428,43.0351
50,2.779428,43.03307
50,2.779428,43.02187
50,2.779428,43.02298
50,2.785393,43.01949
50,2.785393,43.01619
50,2.785393,43.01343
50,2.785393,43.00351
50,2.792322,42.99011
50,2.792322,42.98956
50,2.792322,42.98846
50,2.798965,42.98405
50,2.798965,42.98735
50,2.798965,42.98185
50,2.798965,42.97689
50,2.798965,42.96716
50,2.798965,42.95853
50,2.80466,42.95706
50,2.80466,42.95871
50,2.80466,42.9521
50,2.80466,42.9532
50,2.810012,42.942
50,2.810012,42.93447
50,2.810012,42.93282
50,2.815181,42.92694
50,2.815181,42.92786
50,2.815181,42.92327
50,2.815181,42.91409
50,2.815181,42.90932
50,2.815181,42.90913
50,2.819968,42.89683
50,2.819968,42.88379
50,2.819968,42.88618
50,2.819968,42.89004
50,2.825041,42.88747
50,2.825041,42.88582
50,2.825041,42.86286
50,2.830784,42.85552
50,2.830784,42.86598
50,2.830784,42.86158
50,2.830784,42.84616
50,2.830784,42.84689
50,2.830784,42.84652
50,2.836319,42.84395
50,2.836319,42.84064
50,2.836319,42.83422
50,2.836319,42.82871
50,2.842062,42.81347
50,2.842062,42.80337
50,2.842062,42.80943
50,2.848059,42.80539
50,2.848059,42.80282
50,2.848059,42.79162
50,2.848059,42.79676
50,2.848059,42.79144
50,2.848059,42.78428
50,2.853364,42.77675
50,2.853364,42.77509
50,2.853364,42.76646
50,2.853364,42.75692
50,2.858915,42.75012
50,2.858915,42.74517
50,2.858915,42.7369
50,2.865151,42.73874
50,2.865151,42.73764
50,2.865151,42.72515
50,2.865151,42.72772
