Fill,Strain,Stress
60,4.547212,11.05969
60,4.547212,11.05925
60,4.547212,11.05904
60,4.547492,11.05904
60,4.547492,11.05904
60,4.549783,11.05904
60,4.549783,11.05904
60,4.549783,11.05861
60,4.549783,11.05861
60,4.549783,11.05861
60,4.549783,11.05861
60,4.551724,11.05861
60,4.551724,11.05861
60,4.551724,11.05817
60,4.551724,11.05796
60,4.553767,11.05796
60,4.553767,11.05796
60,4.553767,11.05796
60,4.556641,11.05796
60,4.556641,11.05796
60,4.556641,11.05796
60,4.556641,11.05753
60,4.556641,11.05753
60,4.556641,11.05753
60,4.559452,11.05753
60,4.559452,11.05753
60,4.559452,11.05753
60,4.559452,11.05753
60,4.561906,11.05709
60,4.561906,11.05688
60,4.561906,11.05688
60,4.563801,11.05688
60,4.563801,11.05688
60,4.563801,11.05688
60,4.563801,11.05688
60,4.563801,11.05688
60,4.564648,11.05666
60,4.564648,11.05645
60,4.564648,11.05645
60,4.564648,11.05645
60,4.564648,11.05645
60,4.564648,11.05601
60,4.565557,11.0558
60,4.565557,11.0558
60,4.565557,11.0558
60,4.567265,11.0558
60,4.567265,11.0558
60,4.567265,11.0558
60,4.567265,11.05558
60,4.567265,11.05536
60,4.568982,11.05536
60,4.568982,11.05536
60,4.568982,11.05536
60,4.568982,11.05536
60,4.570846,11.05536
60,4.570846,11.05536
60,4.573479,11.05536
60,4.573479,11.05536
60,4.573479,11.05515
60,4.573479,11.05472
60,4.573479,11.05472
60,4.573479,11.05472
60,4.573479,11.05472
60,4.576298,11.05472
60,4.576298,11.05472
60,4.576298,11.05472
60,4.576298,11.05428
60,4.577812,11.05428
60,4.577812,11.05428
60,4.577812,11.05428
60,4.578193,11.05385
60,4.578193,11.05364
60,4.578193,11.05364
60,4.578193,11.05364
60,4.578193,11.05364
60,4.578193,11.05364
60,4.578775,11.05342
60,4.578775,11.0532
60,4.578775,11.0532
60,4.578775,11.0532
60,4.578775,11.0532
60,4.579987,11.0532
60,4.579987,11.0532
60,4.581431,11.0532
60,4.581431,11.0532
60,4.581431,11.05256
60,4.581431,11.05256
60,4.581431,11.05256
60,4.581431,11.05256
60,4.583117,11.05256
60,4.583117,11.05256
60,4.583117,11.05212
60,4.583117,11.05212
60,4.584973,11.05212
60,4.584973,11.05212
60,4.584973,11.05212
60,4.587062,11.05212
60,4.587062,11.05147
60,4.587062,11.05147
60,4.587062,11.05147
60,4.587062,11.05147
60,4.587062,11.05147
60,4.589276,11.05104
60,4.589276,11.05104
60,4.589276,11.05104
60,4.589276,11.05104
60,4.591015,11.05104
60,4.591015,11.05104
60,4.591015,11.0504
60,4.592592,11.0504
60,4.592592,11.0504
60,4.592592,11.0504
60,4.592592,11.0504
60,4.592592,11.0504
60,4.592592,11.04996
60,4.59444,11.04996
60,4.59444,11.04996
60,4.59444,11.04996
60,4.59444,11.04996
60,4.59444,11.04953
60,4.596196,11.04953
60,4.596196,11.04953
60,4.597508,11.04953
60,4.597508,11.04953
60,4.597508,11.04953
60,4.597508,11.04888
60,4.597508,11.04888
60,4.597508,11.04888
60,4.598503,11.04888
60,4.598503,11.04888
60,4.598503,11.04888
60,4.598503,11.04888
60,4.599862,11.04845
60,4.599862,11.04845
60,4.599862,11.04845
60,4.601865,11.04845
60,4.601865,11.04845
60,4.601865,11.04845
60,4.601865,11.0478
60,4.601865,11.0478
60,4.601865,11.0478
60,4.603877,11.0478
60,4.603877,11.0478
60,4.603877,11.04758
60,4.603877,11.04737
60,4.60543,11.04737
60,4.60543,11.04737
60,4.60543,11.04737
60,4.606393,11.04737
60,4.606393,11.04694
60,4.606393,11.04672
60,4.606393,11.04672
60,4.606393,11.04672
60,4.606393,11.04672
60,4.607278,11.04672
60,4.607278,11.0465
60,4.607278,11.04629
60,4.607278,11.04629
60,4.608902,11.04629
60,4.608902,11.04629
60,4.608902,11.04629
60,4.610657,11.04629
60,4.610657,11.04629
60,4.610657,11.04607
60,4.610657,11.04564
60,4.610657,11.04564
60,4.610657,11.04564
60,4.611853,11.04564
60,4.611853,11.04564
60,4.611853,11.04564
60,4.611853,11.04521
60,4.613165,11.04521
60,4.613165,11.04521
60,4.613165,11.04521
60,4.613165,11.04521
60,4.614913,11.04521
60,4.614913,11.04499
60,4.614913,11.04456
60,4.614913,11.04456
60,4.616435,11.04456
60,4.616435,11.04456
60,4.616435,11.04456
60,4.616435,11.04456
60,4.616435,11.04456
60,4.61795,11.04413
60,4.61795,11.04413
60,4.61993,11.04413
60,4.61993,11.04413
60,4.61993,11.04413
60,4.61993,11.04413
60,4.61993,11.0437
60,4.61993,11.04348
60,4.61993,11.04348
60,4.621655,11.04348
60,4.621655,11.04348
60,4.621655,11.04348
60,4.621655,11.04348
60,4.623425,11.04326
60,4.623425,11.04305
60,4.625095,11.04305
60,4.625095,11.04305
60,4.625095,11.04305
60,4.625095,11.04305
60,4.625095,11.04305
60,4.625095,11.04305
60,4.625095,11.0424
60,4.626741,11.0424
60,4.626741,11.0424
60,4.626741,11.0424
60,4.626741,11.0424
60,4.628326,11.0424
60,4.628326,11.0424
60,4.628326,11.04197
60,4.629615,11.04197
60,4.629615,11.04197
60,4.629615,11.04197
60,4.629615,11.04197
60,4.629615,11.04197
60,4.629615,11.04153
60,4.631083,11.04132
60,4.631083,11.04132
60,4.631083,11.04132
60,4.631083,11.04132
60,4.63363,11.0411
60,4.63363,11.04089
60,4.636667,11.04089
60,4.636667,11.04089
60,4.636667,11.04089
60,4.636667,11.04089
60,4.636667,11.04045
60,4.636667,11.04024
60,4.636667,11.04024
60,4.63902,11.04024
60,4.63902,11.04024
60,4.63902,11.04024
60,4.63902,11.04024
60,4.641552,11.03981
60,4.641552,11.03981
60,4.641552,11.03981
60,4.644325,11.03981
60,4.644325,11.03981
60,4.644325,11.03981
60,4.644325,11.03937
60,4.644325,11.03916
60,4.644325,11.03916
60,4.646212,11.03916
60,4.646212,11.03916
60,4.646212,11.03916
60,4.646212,11.03894
60,4.64737,11.03873
60,4.64737,11.03873
60,4.64737,11.03873
60,4.648496,11.03873
60,4.648496,11.03851
60,4.648496,11.03808
60,4.648496,11.03808
60,4.648496,11.03808
60,4.649901,11.03808
60,4.649901,11.03786
60,4.649901,11.03765
60,4.649901,11.03765
60,4.649901,11.03765
60,4.651727,11.03765
60,4.651727,11.03765
60,4.653598,11.03765
60,4.653598,11.03721
60,4.653598,11.037
60,4.653598,11.037
60,4.653598,11.037
60,4.653598,11.037
60,4.655051,11.03678
60,4.655051,11.03656
60,4.655051,11.03656
60,4.655051,11.03656
60,4.655051,11.03656
60,4.656301,11.03656
60,4.656301,11.03656
60,4.656301,11.03656
60,4.657769,11.03592
60,4.657769,11.03592
60,4.657769,11.03592
60,4.657769,11.03592
60,4.657769,11.03592
60,4.659315,11.0357
60,4.659315,11.03548
60,4.659315,11.03548
60,4.659315,11.03548
60,4.659315,11.03548
60,4.661039,11.03548
60,4.661039,11.03527
60,4.661039,11.03484
60,4.662888,11.03484
60,4.662888,11.03484
60,4.662888,11.03484
60,4.662888,11.03484
60,4.662888,11.03484
60,4.664604,11.0344
60,4.664604,11.0344
60,4.664604,11.0344
60,4.664604,11.0344
60,4.666786,11.0344
60,4.666786,11.0344
60,4.666786,11.0344
60,4.669233,11.0344
60,4.669233,11.03419
60,4.669233,11.03376
60,4.669233,11.03376
60,4.669233,11.03376
60,4.669233,11.03376
60,4.670941,11.03376
60,4.670941,11.03376
60,4.670941,11.03332
60,4.670941,11.03332
60,4.670941,11.03332
60,4.672285,11.03332
60,4.672285,11.03332
60,4.672285,11.03332
60,4.674118,11.03332
60,4.674118,11.03267
60,4.674118,11.03267
60,4.674118,11.03267
60,4.674118,11.03267
60,4.675849,11.03267
60,4.675849,11.03267
60,4.675849,11.03267
60,4.675849,11.03224
60,4.675849,11.03224
60,4.677177,11.03224
60,4.677177,11.03224
60,4.677177,11.03224
60,4.678288,11.03224
60,4.678288,11.03224
60,4.678288,11.03224
60,4.678288,11.03224
60,4.678288,11.03224
60,4.679298,11.03224
60,4.679298,11.03224
60,4.679298,11.03159
60,4.679298,11.03159
60,4.679298,11.03159
60,4.680711,11.03159
60,4.682832,11.03159
60,4.682832,11.03138
60,4.682832,11.03116
60,4.682832,11.03116
60,4.682832,11.03116
60,4.682832,11.03116
60,4.682832,11.03116
60,4.684913,11.03116
60,4.684913,11.03116
60,4.684913,11.03116
60,4.684913,11.03051
60,4.684913,11.03051
60,4.686521,11.03051
60,4.686521,11.03051
60,4.686521,11.03051
60,4.687818,11.03051
60,4.687818,11.03051
60,4.687818,11.03008
60,4.687818,11.03008
60,4.687818,11.03008
60,4.689363,11.03008
60,4.689363,11.03008
60,4.689363,11.03008
60,4.689363,11.03008
60,4.691282,11.03008
60,4.691282,11.03008
60,4.691282,11.03008
60,4.693084,11.03008
60,4.693084,11.02943
60,4.693084,11.02943
60,4.693084,11.02943
60,4.693084,11.02943
60,4.693084,11.02943
60,4.694606,11.02943
60,4.694606,11.02922
60,4.694606,11.029
60,4.694606,11.029
60,4.695654,11.029
60,4.695654,11.029
60,4.695654,11.029
60,4.696501,11.029
60,4.696501,11.029
60,4.696501,11.029
60,4.696501,11.02878
60,4.696501,11.02835
60,4.696501,11.02835
60,4.697721,11.02835
60,4.697721,11.02835
60,4.697721,11.02835
60,4.697721,11.02835
60,4.697721,11.02792
60,4.699266,11.02792
60,4.699266,11.02792
60,4.701153,11.02792
60,4.701153,11.02792
60,4.701153,11.02792
60,4.701153,11.02792
60,4.701153,11.02771
60,4.701153,11.02727
60,4.703001,11.02727
60,4.703001,11.02727
60,4.703001,11.02727
60,4.704741,11.02727
60,4.704741,11.02727
60,4.704741,11.02727
60,4.704741,11.02727
60,4.704741,11.02706
60,4.706698,11.02684
60,4.706698,11.02684
60,4.706698,11.02684
60,4.706698,11.02684
60,4.706698,11.02684
60,4.708531,11.02684
60,4.708531,11.02684
60,4.708531,11.02619
60,4.708531,11.02619
60,4.710232,11.02619
60,4.710232,11.02619
60,4.710232,11.02619
60,4.712158,11.02619
60,4.712158,11.02598
60,4.712158,11.02576
60,4.712158,11.02576
60,4.712158,11.02576
60,4.712158,11.02576
60,4.713999,11.02576
60,4.713999,11.02511
60,4.713999,11.02511
60,4.713999,11.02511
60,4.713999,11.02511
60,4.715583,11.02511
60,4.715583,11.02511
60,4.715583,11.02511
60,4.717028,11.02511
60,4.717028,11.02511
60,4.717028,11.02511
60,4.717028,11.02468
60,4.717028,11.02468
60,4.718209,11.02468
60,4.718209,11.02468
60,4.718209,11.02468
60,4.718209,11.02468
60,4.719443,11.02468
60,4.719443,11.02425
60,4.721012,11.02403
60,4.721012,11.02403
60,4.721012,11.02403
60,4.721012,11.02403
60,4.721012,11.02403
60,4.721012,11.02403
60,4.721012,11.0236
60,4.722768,11.0236
60,4.722768,11.0236
60,4.722768,11.0236
60,4.722768,11.0236
60,4.724298,11.02317
60,4.724298,11.02295
60,4.724298,11.02295
60,4.725843,11.02295
60,4.725843,11.02295
60,4.725843,11.02252
60,4.725843,11.02252
60,4.725843,11.02252
60,4.725843,11.02252
60,4.727598,11.02252
60,4.727598,11.02252
60,4.727598,11.02252
60,4.727598,11.02252
60,4.727598,11.02252
60,4.729408,11.02252
60,4.729408,11.02252
60,4.731047,11.02252
60,4.731047,11.02252
60,4.731047,11.02209
60,4.731047,11.02187
60,4.731047,11.02187
60,4.731047,11.02187
60,4.732398,11.02187
60,4.732398,11.02144
60,4.732398,11.02144
60,4.732398,11.02144
60,4.733687,11.02144
60,4.733687,11.02144
60,4.733687,11.02144
60,4.734953,11.02101
60,4.734953,11.02079
60,4.734953,11.02079
60,4.734953,11.02079
60,4.734953,11.02079
60,4.734953,11.02079
60,4.736041,11.02057
60,4.736041,11.02036
60,4.736041,11.02036
60,4.736041,11.02036
60,4.73747,11.02036
60,4.73747,11.02036
60,4.73747,11.02036
60,4.739372,11.02036
60,4.739372,11.02036
60,4.739372,11.02036
60,4.739372,11.02036
60,4.739372,11.02036
60,4.739372,11.02014
60,4.741035,11.01993
60,4.741035,11.01993
60,4.741035,11.01993
60,4.742906,11.01993
60,4.742906,11.01949
60,4.742906,11.01928
60,4.742906,11.01928
60,4.744599,11.01928
60,4.744599,11.01928
60,4.744599,11.01928
60,4.744599,11.01884
60,4.744599,11.01884
60,4.744599,11.01884
60,4.745229,11.01884
60,4.745229,11.01884
60,4.745229,11.01884
60,4.745229,11.01884
60,4.745974,11.01884
60,4.745974,11.01884
60,4.745974,11.01841
60,4.747652,11.0182
60,4.747652,11.0182
60,4.747652,11.0182
60,4.747652,11.0182
60,4.747652,11.0182
60,4.747652,11.01776
60,4.749057,11.01776
60,4.749057,11.01776
60,4.749057,11.01776
60,4.749057,11.01776
60,4.750075,11.01776
60,4.750075,11.01776
60,4.750075,11.01733
60,4.75155,11.01712
60,4.75155,11.01712
60,4.75155,11.01712
60,4.75155,11.01712
60,4.75155,11.01712
60,4.75155,11.01712
60,4.753166,11.01668
60,4.753166,11.01668
60,4.753166,11.01668
60,4.753166,11.01668
60,4.754913,11.01668
60,4.754913,11.01668
60,4.754913,11.01668
60,4.756863,11.01668
60,4.756863,11.01668
60,4.756863,11.01668
60,4.756863,11.01604
60,4.756863,11.01604
60,4.756863,11.01604
60,4.758719,11.01604
60,4.758719,11.01604
60,4.758719,11.0156
60,4.758719,11.0156
60,4.760762,11.0156
60,4.760762,11.0156
60,4.760762,11.01517
60,4.762905,11.01496
60,4.762905,11.01496
60,4.762905,11.01496
60,4.762905,11.01496
60,4.762905,11.01496
60,4.764684,11.01496
60,4.764684,11.01496
60,4.764684,11.01452
60,4.764684,11.01452
60,4.764684,11.01452
60,4.766136,11.01452
60,4.766136,11.01452
60,4.767511,11.01452
60,4.767511,11.01452
60,4.767511,11.01409
60,4.767511,11.01387
60,4.767511,11.01387
60,4.767511,11.01387
60,4.767511,11.01387
60,4.768691,11.01387
60,4.768691,11.01387
60,4.768691,11.01366
60,4.768691,11.01344
60,4.770136,11.01344
60,4.770136,11.01344
60,4.771891,11.01344
60,4.771891,11.01344
60,4.771891,11.01301
60,4.771891,11.01279
60,4.771891,11.01279
60,4.771891,11.01279
60,4.771891,11.01258
60,4.773304,11.01236
60,4.773304,11.01236
60,4.773304,11.01236
60,4.773304,11.01236
60,4.774718,11.01236
60,4.774718,11.01236
60,4.774718,11.01236
60,4.776536,11.01236
60,4.776536,11.01215
60,4.776536,11.01171
60,4.776536,11.01171
60,4.776536,11.01171
60,4.778236,11.01171
60,4.778236,11.01171
60,4.778236,11.0115
60,4.778236,11.01128
60,4.778236,11.01128
60,4.779852,11.01128
60,4.779852,11.01128
60,4.781521,11.01128
60,4.781521,11.01085
60,4.781521,11.01063
60,4.781521,11.01063
60,4.781521,11.01063
60,4.781521,11.01063
60,4.781521,11.01063
60,4.782849,11.01063
60,4.782849,11.01063
60,4.782849,11.01042
60,4.782849,11.0102
60,4.782849,11.0102
60,4.78424,11.0102
60,4.78424,11.0102
60,4.785832,11.0102
60,4.785832,11.0102
60,4.785832,11.0102
60,4.785832,11.0102
60,4.785832,11.00998
60,4.787308,11.00955
60,4.787308,11.00955
60,4.787308,11.00955
60,4.787308,11.00955
60,4.787308,11.00955
60,4.7889,11.00955
60,4.7889,11.00912
60,4.7889,11.00912
60,4.790787,11.00912
60,4.790787,11.00912
60,4.790787,11.00912
60,4.790787,11.00912
60,4.790787,11.00847
60,4.792566,11.00847
60,4.792566,11.00847
60,4.792566,11.00847
60,4.792566,11.00847
60,4.792566,11.00847
60,4.793987,11.00847
60,4.793987,11.00847
60,4.7953,11.00847
60,4.7953,11.00804
60,4.7953,11.00804
60,4.7953,11.00804
60,4.7953,11.00804
60,4.7953,11.00804
60,4.7953,11.00804
60,4.796806,11.00804
60,4.796806,11.00804
60,4.796806,11.00804
60,4.796806,11.00761
60,4.798398,11.00739
60,4.798398,11.00739
60,4.798398,11.00739
60,4.799929,11.00739
60,4.799929,11.00739
60,4.799929,11.00739
60,4.799929,11.00739
60,4.799929,11.00696
60,4.801295,11.00696
60,4.801295,11.00696
60,4.801295,11.00696
60,4.801295,11.00696
60,4.801295,11.00696
60,4.802965,11.00696
60,4.802965,11.00696
60,4.802965,11.00631
60,4.805007,11.00631
60,4.805007,11.00631
60,4.805007,11.00631
60,4.805007,11.00631
60,4.805007,11.00631
60,4.806732,11.00609
60,4.806732,11.00588
60,4.806732,11.00588
60,4.806732,11.00588
60,4.806732,11.00588
60,4.808076,11.00588
60,4.808076,11.00588
60,4.809271,11.00545
60,4.809271,11.00523
60,4.809271,11.00523
60,4.809271,11.00523
60,4.809271,11.00523
60,4.809271,11.00523
60,4.810809,11.00523
60,4.810809,11.00523
60,4.810809,11.00523
60,4.810809,11.0048
60,4.810809,11.0048
60,4.812518,11.0048
60,4.812518,11.0048
60,4.812518,11.0048
60,4.813629,11.0048
60,4.813629,11.0048
60,4.813629,11.00415
60,4.813629,11.00415
60,4.814514,11.00415
60,4.814514,11.00415
60,4.814514,11.00415
60,4.814514,11.00415
60,4.814514,11.00372
60,4.814514,11.00372
60,4.815866,11.00372
60,4.815866,11.00372
60,4.815866,11.00372
60,4.817683,11.00372
60,4.817683,11.00307
60,4.817683,11.00307
60,4.817683,11.00307
60,4.817683,11.00307
60,4.819423,11.00307
60,4.819423,11.00264
60,4.819423,11.00264
60,4.819423,11.00264
60,4.821108,11.00264
60,4.821108,11.00264
60,4.822793,11.00264
60,4.822793,11.00264
60,4.822793,11.00264
60,4.822793,11.00264
60,4.822793,11.00264
60,4.822793,11.0022
60,4.822793,11.00199
60,4.82409,11.00199
60,4.82409,11.00199
60,4.82409,11.00199
60,4.82409,11.00199
60,4.82409,11.00156
60,4.825791,11.00156
60,4.825791,11.00156
60,4.82771,11.00156
60,4.82771,11.00156
60,4.82771,11.00134
60,4.82771,11.00091
60,4.82771,11.00091
60,4.82771,11.00091
60,4.829108,11.00091
60,4.829108,11.00091
60,4.829108,11.00091
60,4.829108,11.00048
60,4.829108,11.00048
60,4.830234,11.00048
60,4.830234,11.00048
60,4.830234,11.00048
60,4.831173,11.00048
60,4.831173,11.00048
60,4.831173,11.00048
60,4.831173,11.00048
60,4.831173,11.00004
60,4.832284,10.99983
60,4.832284,10.99983
60,4.832284,10.99983
60,4.832284,10.99983
60,4.833884,10.99983
60,4.833884,10.99983
60,4.833884,10.99983
60,4.835709,10.99961
60,4.835709,10.9994
60,4.835709,10.9994
60,4.835709,10.9994
60,4.835709,10.9994
60,4.835709,10.9994
60,4.836998,10.99918
60,4.836998,10.99875
60,4.836998,10.99875
60,4.836998,10.99875
60,4.836998,10.99875
60,4.837379,10.99875
60,4.837379,10.99875
60,4.837689,10.99875
60,4.837689,10.99875
60,4.837689,10.99832
60,4.837689,10.99832
60,4.837689,10.99832
60,4.837689,10.99832
60,4.83849,10.99832
60,4.83849,10.99832
60,4.83849,10.99832
60,4.83849,10.99832
60,4.83849,10.99832
60,4.840633,10.99832
60,4.840633,10.99788
60,4.840633,10.99767
60,4.844283,10.99767
60,4.844283,10.99767
60,4.844283,10.99767
60,4.844283,10.99767
60,4.844283,10.99767
60,4.847196,10.99745
60,4.847196,10.99724
60,4.847196,10.99724
60,4.847196,10.99724
60,4.848547,10.99724
60,4.848547,10.99724
60,4.848547,10.99724
60,4.848842,10.99724
60,4.848842,10.99659
60,4.848842,10.99659
60,4.848842,10.99659
60,4.848842,10.99659
60,4.848842,10.99659
60,4.848539,10.99659
60,4.848539,10.99659
60,4.848539,10.99659
60,4.848539,10.99659
60,4.848539,10.99659
60,4.849401,10.99659
60,4.849401,10.99615
60,4.851553,10.99615
60,4.851553,10.99615
60,4.851553,10.99615
60,4.851553,10.99615
60,4.851553,10.99615
60,4.851553,10.99572
60,4.853642,10.99551
60,4.853642,10.99551
60,4.853642,10.99551
60,4.853642,10.99551
60,4.855576,10.99551
60,4.855576,10.99551
60,4.855576,10.99529
60,4.855576,10.99507
60,4.857339,10.99507
60,4.857339,10.99507
60,4.857339,10.99507
60,4.857339,10.99507
60,4.857339,10.99507
60,4.858807,10.99507
60,4.858807,10.99486
60,4.858807,10.99443
60,4.858807,10.99443
60,4.859941,10.99443
60,4.859941,10.99443
60,4.859941,10.99443
60,4.861067,10.99443
60,4.861067,10.99443
60,4.861067,10.99443
60,4.861067,10.99443
60,4.861067,10.99443
60,4.862535,10.99399
60,4.862535,10.99399
60,4.862535,10.99399
60,4.862535,10.99399
60,4.862535,10.99356
60,4.864336,10.99335
60,4.864336,10.99335
60,4.864336,10.99335
60,4.866022,10.99335
60,4.866022,10.99335
60,4.866022,10.99335
60,4.866022,10.99335
60,4.866022,10.99291
60,4.866022,10.99291
60,4.866977,10.99291
60,4.866977,10.99291
60,4.866977,10.99291
60,4.866977,10.99291
60,4.867699,10.99291
60,4.867699,10.99291
60,4.867699,10.99226
60,4.869284,10.99226
60,4.869284,10.99226
60,4.869284,10.99226
60,4.869284,10.99226
60,4.869284,10.99226
60,4.869284,10.99226
60,4.871381,10.99226
60,4.871381,10.99205
60,4.871381,10.99183
60,4.871381,10.99183
60,4.87354,10.99183
60,4.87354,10.99183
60,4.87354,10.99183
60,4.875691,10.99118
60,4.875691,10.99118
60,4.875691,10.99118
60,4.875691,10.99118
60,4.875691,10.99118
60,4.875691,10.99118
60,4.877338,10.99118
60,4.877338,10.99097
60,4.877338,10.99075
60,4.877338,10.99075
60,4.877338,10.99075
60,4.878922,10.99075
60,4.878922,10.99075
60,4.880615,10.99075
60,4.880615,10.99075
60,4.880615,10.99032
60,4.880615,10.99032
60,4.880615,10.99032
60,4.880615,10.99032
60,4.882044,10.99032
60,4.882044,10.98989
60,4.882044,10.98967
60,4.882044,10.98967
60,4.883435,10.98967
60,4.883435,10.98967
60,4.883435,10.98967
60,4.884902,10.98967
60,4.884902,10.98967
60,4.884902,10.98924
60,4.884902,10.98924
60,4.884902,10.98924
60,4.884902,10.98924
60,4.886378,10.98924
60,4.886378,10.98924
60,4.886378,10.98924
60,4.886378,10.98859
60,4.887924,10.98859
60,4.887924,10.98859
60,4.889407,10.98859
60,4.889407,10.98859
60,4.889407,10.98859
60,4.889407,10.98838
60,4.889407,10.98816
60,4.889407,10.98816
60,4.889407,10.98816
60,4.890634,10.98816
60,4.890634,10.98816
60,4.890634,10.98751
60,4.892071,10.98751
60,4.892071,10.98751
60,4.892071,10.98751
60,4.892071,10.98751
60,4.893733,10.9873
60,4.893733,10.98708
60,4.893733,10.98708
60,4.893733,10.98708
60,4.893733,10.98708
60,4.893733,10.98708
60,4.894634,10.98643
60,4.894634,10.98643
60,4.894634,10.98643
60,4.894634,10.98643
60,4.89524,10.98643
60,4.89524,10.98643
60,4.89524,10.98643
60,4.896521,10.98621
60,4.896521,10.986
60,4.896521,10.986
60,4.896521,10.986
60,4.896521,10.986
60,4.896521,10.986
60,4.898075,10.98557
60,4.898075,10.98535
60,4.898075,10.98535
60,4.898075,10.98535
60,4.89962,10.98513
60,4.89962,10.98492
60,4.901236,10.98492
60,4.901236,10.98492
60,4.901236,10.98492
60,4.901236,10.98492
60,4.901236,10.98492
60,4.901236,10.98449
60,4.902929,10.98427
60,4.902929,10.98427
60,4.902929,10.98427
60,4.902929,10.98384
60,4.902929,10.98384
60,4.904746,10.98384
60,4.904746,10.98384
60,4.904746,10.98384
60,4.90654,10.98384
60,4.90654,10.98341
60,4.90654,10.98319
60,4.90654,10.98319
60,4.90654,10.98319
60,4.90654,10.98319
60,4.908109,10.98319
60,4.908109,10.98319
60,4.908109,10.98297
60,4.908109,10.98276
60,4.909647,10.98276
60,4.909647,10.98276
60,4.909647,10.98276
60,4.910781,10.98211
60,4.910781,10.98211
60,4.910781,10.98211
60,4.910781,10.98211
60,4.910781,10.98211
60,4.91148,10.98211
60,4.91148,10.98211
60,4.91148,10.98211
60,4.91148,10.98211
60,4.91148,10.98168
60,4.912629,10.98168
60,4.912629,10.98168
60,4.914501,10.98146
60,4.914501,10.98103
60,4.914501,10.98103
60,4.914501,10.98103
60,4.914501,10.98103
60,4.914501,10.98103
60,4.916598,10.9806
60,4.916598,10.9806
60,4.916598,10.9806
60,4.916598,10.9806
60,4.916598,10.9806
60,4.918578,10.9806
60,4.918578,10.9806
60,4.920015,10.98016
60,4.920015,10.97995
60,4.920015,10.97995
60,4.920015,10.97995
60,4.920015,10.97995
60,4.920015,10.97995
60,4.920015,10.97973
60,4.921266,10.97952
60,4.921266,10.97952
60,4.921266,10.97952
60,4.921266,10.97952
60,4.923161,10.97952
60,4.923161,10.97952
60,4.925126,10.97952
60,4.925126,10.97952
60,4.925126,10.97952
60,4.925126,10.97952
60,4.925126,10.97887
60,4.925126,10.97887
60,4.926516,10.97887
60,4.926516,10.97887
60,4.926516,10.97844
60,4.926516,10.97844
60,4.926516,10.97844
60,4.927953,10.97844
60,4.927953,10.97844
60,4.929591,10.97844
60,4.929591,10.97844
60,4.929591,10.978
60,4.929591,10.97779
60,4.929591,10.97779
60,4.929591,10.97779
60,4.93085,10.97779
60,4.93085,10.97779
60,4.93085,10.97779
60,4.93085,10.97779
60,4.93085,10.97779
60,4.93217,10.97779
60,4.93217,10.97779
60,4.93217,10.97779
60,4.934438,10.97736
60,4.934438,10.97736
60,4.934438,10.97736
60,4.934438,10.97736
60,4.934438,10.97736
60,4.936884,10.97736
60,4.936884,10.97736
60,4.936884,10.97692
60,4.936884,10.97671
60,4.936884,10.97671
60,4.938694,10.97671
60,4.938694,10.97671
60,4.938694,10.97671
60,4.939882,10.97671
60,4.939882,10.97627
60,4.939882,10.97627
60,4.939882,10.97627
60,4.939882,10.97627
60,4.941047,10.97627
60,4.941047,10.97627
60,4.941047,10.97627
60,4.941047,10.97584
60,4.941047,10.97563
60,4.942259,10.97563
60,4.942259,10.97563
60,4.943501,10.97563
60,4.943501,10.97563
60,4.943501,10.97563
60,4.943501,10.97563
60,4.943501,10.97563
60,4.943501,10.97563
60,4.944682,10.97563
60,4.944682,10.97563
60,4.944682,10.97519
60,4.944682,10.97519
60,4.944682,10.97519
60,4.945761,10.97519
60,4.945761,10.97519
60,4.946865,10.97519
60,4.946865,10.97519
60,4.946865,10.97476
60,4.946865,10.97455
60,4.946865,10.97455
60,4.946865,10.97455
60,4.948123,10.97455
60,4.948123,10.97455
60,4.948123,10.97433
60,4.948123,10.97411
60,4.949901,10.97411
60,4.949901,10.97411
60,4.949901,10.97411
60,4.951889,10.97411
60,4.951889,10.97411
60,4.951889,10.97368
60,4.951889,10.97346
60,4.951889,10.97346
60,4.951889,10.97346
60,4.953528,10.97346
60,4.953528,10.97346
60,4.953528,10.97346
60,4.953528,10.97346
60,4.954506,10.97346
60,4.954506,10.97346
60,4.954506,10.97303
60,4.955276,10.97303
60,4.955276,10.97303
60,4.955276,10.97303
60,4.955276,10.97303
60,4.955276,10.9726
60,4.955276,10.97238
60,4.95679,10.97238
60,4.95679,10.97238
60,4.95679,10.97238
60,4.95679,10.97238
60,4.95679,10.97238
60,4.958778,10.97217
60,4.958778,10.97195
60,4.958778,10.97195
60,4.960572,10.97195
60,4.960572,10.97195
60,4.960572,10.97174
60,4.960572,10.9713
60,4.962242,10.9713
60,4.962242,10.9713
60,4.962242,10.9713
60,4.962242,10.9713
60,4.962242,10.9713
60,4.963376,10.9713
60,4.963376,10.97087
60,4.963376,10.97087
60,4.964067,10.97087
60,4.964067,10.97087
60,4.964067,10.97087
60,4.964067,10.97066
60,4.964067,10.97022
60,4.964067,10.97022
60,4.965473,10.97022
60,4.965473,10.97022
60,4.965473,10.97001
60,4.965473,10.96979
60,4.967422,10.96979
60,4.967422,10.96979
60,4.969046,10.96979
60,4.969046,10.96979
60,4.969046,10.96936
60,4.969046,10.96914
60,4.969046,10.96914
60,4.969046,10.96914
60,4.969046,10.96914
60,4.970552,10.96871
60,4.970552,10.96871
