Fill,Strain,Stress
60,1.078536,6.881943
60,1.078536,6.876108
60,1.078536,6.880214
60,1.079437,6.881294
60,1.079437,6.881294
60,1.079437,6.890587
60,1.079437,6.891451
60,1.079437,6.893612
60,1.079437,6.901175
60,1.080579,6.900311
60,1.080579,6.899014
60,1.080579,6.902904
60,1.08221,6.900743
60,1.08221,6.90204
60,1.08221,6.911332
60,1.08221,6.902472
60,1.08221,6.906362
60,1.083717,6.904633
60,1.083717,6.90701
60,1.083717,6.911548
60,1.083717,6.915005
60,1.08534,6.910035
60,1.08534,6.917814
60,1.08534,6.932941
60,1.08534,6.93078
60,1.086916,6.927755
60,1.086916,6.925594
60,1.086916,6.927971
60,1.086916,6.930132
60,1.086916,6.943746
60,1.087934,6.934021
60,1.087934,6.928187
60,1.087934,6.942017
60,1.087934,6.943314
60,1.08899,6.934021
60,1.08899,6.932725
60,1.090279,6.947636
60,1.090279,6.958656
60,1.090279,6.948716
60,1.090279,6.950229
60,1.090279,6.952605
60,1.090279,6.951309
60,1.090279,6.953254
60,1.091638,6.959521
60,1.091638,6.953038
60,1.091638,6.958224
60,1.091638,6.967948
60,1.091638,6.975295
60,1.093099,6.980914
60,1.093099,6.966867
60,1.094714,6.978753
60,1.094714,6.980482
60,1.094714,6.97119
60,1.094714,6.967084
60,1.094714,6.964923
60,1.094714,6.97227
60,1.096617,6.975728
60,1.096617,6.9673
60,1.096617,6.972702
60,1.096617,6.974863
60,1.096617,6.976808
60,1.098248,6.985884
60,1.098248,6.990638
60,1.098248,6.987829
60,1.09918,6.991287
60,1.09918,6.994095
60,1.09918,6.994312
60,1.09918,6.993447
60,1.09918,6.99107
60,1.100057,7.001659
60,1.100057,6.99993
60,1.100057,7.002955
60,1.100057,7.014192
60,1.101254,7.010087
60,1.101254,7.007493
60,1.101254,7.002307
60,1.101254,6.997985
60,1.102512,7.003171
60,1.102512,7.013112
60,1.102512,7.016137
60,1.102512,7.011816
60,1.102512,7.017866
60,1.102512,7.016353
60,1.103646,7.031696
60,1.103646,7.025861
60,1.103646,7.029319
60,1.103646,7.02651
60,1.104842,7.028454
60,1.104842,7.038395
60,1.104842,7.031696
60,1.106123,7.026726
60,1.106123,7.037963
60,1.106123,7.039475
60,1.106123,7.04423
60,1.106123,7.047903
60,1.106123,7.039691
60,1.10721,7.039475
60,1.10721,7.048768
60,1.10721,7.046174
60,1.10721,7.038827
60,1.108445,7.04142
60,1.108445,7.046823
60,1.108445,7.052225
60,1.109921,7.056763
60,1.109921,7.058708
60,1.109921,7.055034
60,1.109921,7.055034
60,1.109921,7.06411
60,1.111156,7.07513
60,1.111156,7.061733
60,1.111156,7.058924
60,1.111156,7.072537
60,1.111156,7.071673
60,1.112344,7.066055
60,1.112344,7.081614
60,1.113796,7.075779
60,1.113796,7.064758
60,1.113796,7.068864
60,1.113796,7.083127
60,1.113796,7.082695
60,1.113796,7.091986
60,1.113796,7.088745
60,1.115179,7.083991
60,1.115179,7.094579
60,1.115179,7.090258
60,1.116468,7.083775
60,1.116468,7.088529
60,1.116468,7.097172
60,1.116468,7.104088
60,1.117897,7.109489
60,1.117897,7.108193
60,1.117897,7.106896
60,1.117897,7.098685
60,1.117897,7.103439
60,1.117897,7.105816
60,1.119365,7.108841
60,1.119365,7.104736
60,1.119365,7.117485
60,1.119365,7.120727
60,1.12088,7.116621
60,1.12088,7.117917
60,1.12088,7.123968
60,1.122448,7.125048
60,1.122448,7.12829
60,1.122448,7.135853
60,1.122448,7.129371
60,1.122448,7.113379
60,1.124196,7.126778
60,1.124196,7.139743
60,1.124196,7.139527
60,1.124196,7.127858
60,1.126169,7.133476
60,1.126169,7.132396
60,1.126169,7.136502
60,1.127535,7.139743
60,1.127535,7.136502
60,1.127535,7.147306
60,1.127535,7.145145
60,1.127535,7.1432
60,1.127535,7.147954
60,1.127535,7.156814
60,1.128273,7.161785
60,1.128273,7.156166
60,1.128273,7.154221
60,1.129462,7.174966
60,1.129462,7.175831
60,1.129462,7.158975
60,1.131186,7.158543
60,1.131186,7.157895
60,1.131186,7.170212
60,1.131186,7.174318
60,1.131186,7.176263
60,1.131186,7.174534
60,1.132615,7.170861
60,1.132615,7.171293
60,1.132615,7.175831
60,1.132615,7.175182
60,1.132615,7.174966
60,1.133819,7.18361
60,1.133819,7.188796
60,1.133819,7.177127
60,1.135077,7.185987
60,1.135077,7.196359
60,1.135077,7.185987
60,1.135077,7.179504
60,1.135077,7.190309
60,1.135077,7.196144
60,1.136102,7.195711
60,1.136102,7.19744
60,1.136102,7.204139
60,1.136102,7.206732
60,1.136987,7.20133
60,1.136987,7.205003
60,1.138253,7.205652
60,1.138253,7.204571
60,1.138253,7.209109
60,1.138253,7.215808
60,1.138253,7.219482
60,1.138253,7.213863
60,1.139574,7.219482
60,1.139574,7.231367
60,1.139574,7.224884
60,1.139574,7.211486
60,1.139574,7.224452
60,1.140739,7.232663
60,1.140739,7.219482
60,1.142339,7.224668
60,1.142339,7.227261
60,1.142339,7.236985
60,1.142339,7.237201
60,1.142339,7.226829
60,1.142339,7.230935
60,1.144125,7.240442
60,1.144125,7.244332
60,1.144125,7.243468
60,1.144125,7.237849
60,1.144125,7.241739
60,1.145554,7.250167
60,1.145554,7.254921
60,1.146727,7.264645
60,1.146727,7.266158
60,1.146727,7.253408
60,1.146727,7.254056
60,1.146727,7.252976
60,1.146727,7.257298
60,1.148,7.269615
60,1.148,7.259675
60,1.148,7.263565
60,1.148,7.266806
60,1.148,7.26551
60,1.149538,7.255785
60,1.149538,7.265077
60,1.151029,7.277179
60,1.151029,7.278475
60,1.151029,7.275666
60,1.151029,7.28431
60,1.151029,7.286038
60,1.151029,7.283013
60,1.152241,7.287119
60,1.152241,7.28647
60,1.152241,7.281068
60,1.152241,7.280852
60,1.152241,7.290576
60,1.15294,7.306135
60,1.15294,7.298356
60,1.15294,7.292521
60,1.153437,7.291008
60,1.153437,7.295979
60,1.153437,7.297059
60,1.153437,7.301381
60,1.153437,7.30311
60,1.154128,7.304839
60,1.154128,7.316724
60,1.154128,7.317804
60,1.154128,7.308296
60,1.154128,7.310673
60,1.154594,7.312618
60,1.154594,7.317156
60,1.155262,7.319749
60,1.155262,7.325583
60,1.155262,7.323207
60,1.155262,7.329257
60,1.155262,7.323207
60,1.155262,7.319533
60,1.156217,7.326448
60,1.156217,7.335524
60,1.156217,7.327528
60,1.156217,7.334444
60,1.156217,7.335308
60,1.156303,7.339198
60,1.156303,7.340926
60,1.156085,7.333147
60,1.156085,7.329906
60,1.156085,7.341143
60,1.156085,7.351083
60,1.156085,7.34568
60,1.156085,7.342871
60,1.157445,7.352811
60,1.157445,7.347409
60,1.157445,7.340711
60,1.157445,7.349354
60,1.157445,7.35843
60,1.16146,7.357133
60,1.16146,7.350867
60,1.16146,7.354756
60,1.166314,7.364913
60,1.166314,7.357349
60,1.166314,7.35346
60,1.166314,7.372908
60,1.166314,7.367722
60,1.169506,7.362104
60,1.169506,7.377014
60,1.169506,7.371396
60,1.169506,7.362968
60,1.171145,7.368587
60,1.171145,7.378743
60,1.171145,7.38112
60,1.172217,7.381552
60,1.172217,7.381984
60,1.172217,7.379607
60,1.172217,7.376582
60,1.172217,7.384794
60,1.172217,7.394085
60,1.17318,7.391708
60,1.17318,7.389547
60,1.17318,7.393653
60,1.17318,7.395598
60,1.174112,7.401649
60,1.174112,7.402946
60,1.175424,7.413534
60,1.175424,7.407916
60,1.175424,7.401433
60,1.175424,7.401
60,1.175424,7.401433
60,1.175424,7.405323
60,1.175424,7.401217
60,1.177102,7.401
60,1.177102,7.40381
60,1.177102,7.411805
60,1.177102,7.413966
60,1.177102,7.418504
60,1.178787,7.412454
60,1.178787,7.411157
60,1.180441,7.413534
60,1.180441,7.429741
60,1.180441,7.437088
60,1.180441,7.427796
60,1.180441,7.42758
60,1.181824,7.425419
60,1.181824,7.427364
60,1.181824,7.431685
60,1.181824,7.439249
60,1.181824,7.435359
60,1.18316,7.429525
60,1.18316,7.435575
60,1.18316,7.432766
60,1.184581,7.428877
60,1.184581,7.437304
60,1.184581,7.446596
60,1.184581,7.453295
60,1.184581,7.449406
60,1.184581,7.439898
60,1.186002,7.445948
60,1.186002,7.455024
60,1.186002,7.452863
60,1.186002,7.462803
60,1.187059,7.462155
60,1.187059,7.459994
60,1.187874,7.464964
60,1.187874,7.475985
60,1.187874,7.466693
60,1.187874,7.461506
60,1.187874,7.467773
60,1.187874,7.466044
60,1.187874,7.475985
60,1.189,7.4829
60,1.189,7.479659
60,1.189,7.470799
60,1.189,7.471879
60,1.189,7.47015
60,1.190546,7.470582
60,1.190546,7.486141
60,1.192161,7.49284
60,1.192161,7.490031
60,1.192161,7.482252
60,1.192161,7.480739
60,1.192161,7.492192
60,1.192161,7.50667
60,1.193443,7.501916
60,1.193443,7.49781
60,1.193443,7.498027
60,1.193443,7.500836
60,1.194569,7.500188
60,1.194569,7.501916
60,1.194569,7.509264
60,1.195804,7.504941
60,1.195804,7.502564
60,1.195804,7.502781
60,1.195804,7.514234
60,1.195804,7.51834
60,1.195804,7.516611
60,1.197435,7.519852
60,1.197435,7.522013
60,1.197435,7.525038
60,1.197435,7.525471
60,1.199384,7.534114
60,1.199384,7.526767
60,1.199384,7.524822
60,1.201147,7.527416
60,1.201147,7.536275
60,1.201147,7.541461
60,1.201147,7.533466
60,1.201147,7.531305
60,1.201147,7.539516
60,1.202467,7.546432
60,1.202467,7.552699
60,1.202467,7.542758
60,1.202467,7.545135
60,1.203353,7.548161
60,1.203353,7.546
60,1.203353,7.549889
60,1.204091,7.553995
60,1.204091,7.554427
60,1.204091,7.555076
60,1.204091,7.553995
60,1.204091,7.552914
60,1.204091,7.554859
60,1.205139,7.564583
60,1.205139,7.570418
60,1.205139,7.567609
60,1.206568,7.569338
60,1.206568,7.56588
60,1.206568,7.565448
60,1.208153,7.564583
60,1.208153,7.560694
60,1.208153,7.566096
60,1.208153,7.566312
60,1.208153,7.571714
60,1.208153,7.566744
60,1.208153,7.573443
60,1.209683,7.573227
60,1.209683,7.57582
60,1.209683,7.586409
60,1.209683,7.585113
60,1.211135,7.586625
60,1.211135,7.58749
60,1.212595,7.599159
60,1.212595,7.599375
60,1.212595,7.594189
60,1.212595,7.601752
60,1.212595,7.593972
60,1.212595,7.604128
60,1.212595,7.607154
60,1.214078,7.603048
60,1.214078,7.596349
60,1.214078,7.595701
60,1.214078,7.608883
60,1.215383,7.60348
60,1.215383,7.601752
60,1.215383,7.606506
60,1.216175,7.617959
60,1.216175,7.62012
60,1.216175,7.611044
60,1.216175,7.625955
60,1.216175,7.629844
60,1.216175,7.622497
60,1.216937,7.618391
60,1.216937,7.618824
60,1.216937,7.621632
60,1.216937,7.622713
60,1.218334,7.622713
60,1.218334,7.616446
60,1.218334,7.624658
60,1.219756,7.633518
60,1.219756,7.632005
60,1.219756,7.637191
60,1.219756,7.638704
60,1.219756,7.646483
60,1.219756,7.639136
60,1.22068,7.64281
60,1.22068,7.64778
60,1.22068,7.652102
60,1.22068,7.649076
60,1.221884,7.646051
60,1.221884,7.658152
60,1.221884,7.651021
60,1.223523,7.65275
60,1.223523,7.655343
60,1.223523,7.663555
60,1.223523,7.655343
60,1.223523,7.657072
60,1.223523,7.662474
60,1.225123,7.667228
60,1.225123,7.663987
60,1.225123,7.666364
60,1.225123,7.667228
60,1.226637,7.667876
60,1.226637,7.677384
60,1.226637,7.685164
60,1.227864,7.674575
60,1.227864,7.68149
60,1.227864,7.678897
60,1.227864,7.678033
60,1.227864,7.685812
60,1.227864,7.690999
60,1.229293,7.694024
60,1.229293,7.682355
60,1.229293,7.686893
60,1.229293,7.685812
60,1.231157,7.689054
60,1.231157,7.695536
60,1.231157,7.693376
60,1.232749,7.693592
60,1.232749,7.692943
60,1.232749,7.699859
60,1.232749,7.712392
60,1.232749,7.695321
60,1.232749,7.68257
60,1.233728,7.69813
60,1.233728,7.717362
60,1.233728,7.7031
60,1.233728,7.709583
60,1.234877,7.718874
60,1.234877,7.713688
60,1.236361,7.718874
60,1.236361,7.722332
60,1.236361,7.725357
60,1.236361,7.719523
60,1.236361,7.715201
60,1.236361,7.714553
60,1.236361,7.7219
60,1.237425,7.727735
60,1.237425,7.731192
60,1.237425,7.736811
60,1.237425,7.730112
60,1.237425,7.729247
60,1.238644,7.731192
60,1.238644,7.728599
60,1.240135,7.738107
60,1.240135,7.729895
60,1.240135,7.730976
60,1.240135,7.736378
60,1.240135,7.739836
60,1.240135,7.756043
60,1.241518,7.752801
60,1.241518,7.738539
60,1.241518,7.74956
60,1.241518,7.759501
60,1.243032,7.756259
60,1.243032,7.765335
60,1.243032,7.761878
60,1.244298,7.74956
60,1.244298,7.750424
60,1.244298,7.747615
60,1.244298,7.74675
60,1.244298,7.753449
60,1.245121,7.762094
60,1.245121,7.770953
60,1.245121,7.770953
60,1.245121,7.76728
60,1.245121,7.770521
60,1.246279,7.777868
60,1.246279,7.780029
60,1.247886,7.776788
60,1.247886,7.78716
60,1.247886,7.77614
60,1.247886,7.775059
60,1.247886,7.783054
60,1.247886,7.789105
60,1.249339,7.788889
60,1.249339,7.780245
60,1.249339,7.790833
60,1.249339,7.803367
60,1.249339,7.805961
60,1.251016,7.79602
60,1.251016,7.792778
60,1.251016,7.787808
60,1.253113,7.800126
60,1.253113,7.808554
60,1.253113,7.799262
60,1.253113,7.802503
60,1.253113,7.807473
60,1.254783,7.807257
60,1.254783,7.790833
60,1.254783,7.802071
60,1.254783,7.815036
60,1.254783,7.823464
60,1.255956,7.819574
60,1.255956,7.821303
60,1.255956,7.822816
60,1.256795,7.815468
60,1.256795,7.811147
60,1.256795,7.827354
60,1.256795,7.830595
60,1.25789,7.825625
60,1.25789,7.830595
60,1.25789,7.823032
60,1.25789,7.823896
60,1.25789,7.837294
60,1.25789,7.826273
60,1.259606,7.825192
60,1.259606,7.83643
60,1.261447,7.829082
60,1.261447,7.82865
60,1.261447,7.829731
60,1.261447,7.831244
60,1.261447,7.839239
60,1.261447,7.842696
60,1.261447,7.843993
60,1.263272,7.850044
60,1.263272,7.843993
60,1.263272,7.857607
60,1.263272,7.856743
60,1.265027,7.852205
60,1.265027,7.862577
60,1.265027,7.8602
60,1.266145,7.855013
60,1.266145,7.866035
60,1.266145,7.868412
60,1.266145,7.866035
60,1.266145,7.85242
60,1.266782,7.850044
60,1.266782,7.857175
60,1.266782,7.875327
60,1.266782,7.885699
60,1.266782,7.878568
60,1.267753,7.875975
60,1.267753,7.873166
60,1.267753,7.871653
60,1.26926,7.871869
60,1.26926,7.880297
60,1.26926,7.883538
60,1.26926,7.879433
60,1.26926,7.873166
60,1.270837,7.871653
60,1.270837,7.880081
60,1.270837,7.891317
60,1.270837,7.895207
60,1.272398,7.897584
60,1.272398,7.896503
60,1.272398,7.893695
60,1.274013,7.897152
60,1.274013,7.897368
60,1.274013,7.89283
60,1.274013,7.908605
60,1.274013,7.902771
60,1.274013,7.902122
60,1.27545,7.904931
60,1.27545,7.912062
60,1.27545,7.911414
60,1.27545,7.913792
60,1.27545,7.912927
60,1.27726,7.912279
60,1.27726,7.906661
60,1.279356,7.906012
60,1.279356,7.919193
60,1.279356,7.920274
60,1.279356,7.925244
60,1.279356,7.922435
60,1.279356,7.923948
60,1.281042,7.932591
60,1.281042,7.938642
60,1.281042,7.934752
60,1.281042,7.934752
60,1.281042,7.93324
60,1.282424,7.9354
60,1.282424,7.935185
60,1.282424,7.950744
60,1.284133,7.939507
60,1.284133,7.941452
60,1.284133,7.9421
60,1.284133,7.947502
60,1.284133,7.946854
60,1.285834,7.942532
60,1.285834,7.93324
60,1.285834,7.950095
60,1.285834,7.952472
60,1.286758,7.943396
60,1.286758,7.954849
60,1.286758,7.958739
60,1.287263,7.955497
60,1.287263,7.962196
60,1.287263,7.955282
60,1.287263,7.956146
60,1.287263,7.964141
60,1.287263,7.955714
60,1.288032,7.967166
60,1.288032,7.979268
60,1.288032,7.972353
60,1.288032,7.968247
60,1.288032,7.968895
60,1.28936,7.973433
60,1.28936,7.977107
60,1.290944,7.980565
60,1.290944,7.98467
60,1.290944,7.987696
60,1.290944,7.991585
60,1.290944,7.983158
60,1.290944,7.98467
60,1.292591,7.997203
60,1.292591,7.997635
60,1.292591,7.998284
60,1.292591,7.99958
60,1.292591,7.993314
60,1.294416,7.990937
60,1.294416,7.994394
60,1.294416,8.002173
60,1.295899,7.993746
60,1.295899,7.993098
60,1.295899,8.001525
60,1.295899,8.010601
60,1.295899,8.010601
60,1.297088,8.014923
60,1.297088,8.01514
60,1.297088,8.009305
60,1.297088,8.015787
60,1.298555,8.015572
60,1.298555,8.006927
60,1.298555,8.018813
60,1.300241,8.024431
60,1.300241,8.023351
60,1.300241,8.031778
60,1.300241,8.036749
60,1.300241,8.040207
60,1.300241,8.044096
60,1.30174,8.037613
60,1.30174,8.028753
60,1.30174,8.023999
60,1.30174,8.02119
60,1.30174,8.02119
60,1.303045,8.033291
60,1.303045,8.040422
60,1.304629,8.042367
60,1.304629,8.045177
60,1.304629,8.049067
60,1.304629,8.047986
60,1.304629,8.04388
60,1.306159,8.04496
60,1.306159,8.039774
60,1.306159,8.03999
60,1.306159,8.034372
60,1.306159,8.051228
60,1.307238,8.062032
60,1.307238,8.054253
60,1.307238,8.054036
60,1.308132,8.05166
60,1.308132,8.057926
60,1.308132,8.069162
60,1.308132,8.070676
60,1.308132,8.063112
60,1.308132,8.060303
60,1.309165,8.07262
60,1.309165,8.066569
60,1.309165,8.058358
60,1.309165,8.060735
60,1.310524,8.075862
60,1.310524,8.08148
60,1.311961,8.086883
60,1.311961,8.078238
60,1.311961,8.081912
60,1.311961,8.087315
60,1.311961,8.087747
60,1.311961,8.083425
60,1.311961,8.08148
60,1.312962,8.085154
60,1.312962,8.083857
60,1.312962,8.095959
60,1.312962,8.092933
60,1.314174,8.090773
60,1.314174,8.097255
60,1.314174,8.095094
60,1.315603,8.100713
60,1.315603,8.103738
60,1.315603,8.101793
60,1.315603,8.10525
60,1.315603,8.100064
60,1.315603,8.111301
60,1.316582,8.102009
60,1.316582,8.102442
60,1.316582,8.111085
60,1.316582,8.108276
60,1.317653,8.114975
60,1.317653,8.119729
60,1.317653,8.117136
60,1.317653,8.123835
60,1.319191,8.123403
60,1.319191,8.111949
60,1.319191,8.119297
60,1.319191,8.133775
60,1.319191,8.132478
60,1.320884,8.133775
60,1.320884,8.135504
60,1.320884,8.131182
60,1.320884,8.119946
60,1.322865,8.116055
60,1.322865,8.133775
60,1.322865,8.135936
60,1.325102,8.134208
60,1.325102,8.141122
60,1.325102,8.134855
60,1.325102,8.141554
60,1.325102,8.149549
60,1.325102,8.14566
60,1.327191,8.146956
60,1.327191,8.143067
60,1.327191,8.152575
60,1.327191,8.140473
60,1.327191,8.141338
60,1.329164,8.155601
60,1.329164,8.164677
60,1.330686,8.158626
60,1.330686,8.151927
60,1.330686,8.16338
60,1.330686,8.163164
60,1.330686,8.157545
60,1.330686,8.159058
60,1.331253,8.148685
60,1.331253,8.161435
60,1.331253,8.156033
60,1.331253,8.169646
60,1.332045,8.174832
60,1.332045,8.176561
60,1.332045,8.185854
60,1.333396,8.187799
60,1.333396,8.17829
60,1.333396,8.167702
60,1.333396,8.179154
60,1.333396,8.184989
60,1.333396,8.188879
60,1.33439,8.19601
60,1.33439,8.188879
60,1.33439,8.18434
60,1.33439,8.187366
60,1.335307,8.185854
60,1.335307,8.190392
60,1.336736,8.189311
60,1.336736,8.201196
60,1.336736,8.202493
60,1.336736,8.19601
60,1.336736,8.197739
60,1.336736,8.200116
60,1.336736,8.203573
60,1.338382,8.19709
60,1.338382,8.210056
60,1.338382,8.216539
60,1.338382,8.209623
60,1.338382,8.209191
60,1.339819,8.200548
60,1.339819,8.21092
60,1.341279,8.218051
60,1.341279,8.225399
60,1.341279,8.227344
60,1.341279,8.220645
60,1.341279,8.227344
60,1.341279,8.225831
60,1.342848,8.22367
60,1.342848,8.228424
60,1.342848,8.235771
60,1.344122,8.235123
60,1.344122,8.226912
60,1.344122,8.233395
60,1.344122,8.240957
60,1.345403,8.239229
60,1.345403,8.233178
60,1.345403,8.235123
60,1.345403,8.240093
60,1.345403,8.235339
60,1.345403,8.244415
60,1.346902,8.245064
60,1.346902,8.242471
60,1.346902,8.250465
60,1.346902,8.259974
60,1.348293,8.253058
60,1.348293,8.255651
60,1.348293,8.251546
60,1.349737,8.256948
60,1.349737,8.251762
60,1.349737,8.243118
60,1.349737,8.26019
60,1.349737,8.258245
60,1.349737,8.263864
60,1.351314,8.266672
60,1.351314,8.273372
60,1.351314,8.271211
60,1.351314,8.258029
60,1.352898,8.262783
60,1.352898,8.266025
60,1.352898,8.282231
60,1.354467,8.290443
60,1.354467,8.273804
60,1.354467,8.273804
60,1.354467,8.281583
60,1.354467,8.282231
60,1.354467,8.278774
60,1.356401,8.275748
60,1.356401,8.284609
60,1.356401,8.283095
60,1.356401,8.295413
60,1.358319,8.289795
60,1.358319,8.29001
60,1.358319,8.289795
60,1.35964,8.297574
60,1.35964,8.294765
60,1.35964,8.302113
60,1.35964,8.296494
60,1.35964,8.294765
60,1.35964,8.29282
60,1.360797,8.296494
60,1.360797,8.297142
60,1.360797,8.29952
60,1.360797,8.301464
60,1.362311,8.302113
60,1.362311,8.304057
60,1.363973,8.312917
60,1.363973,8.313133
60,1.363973,8.319183
60,1.363973,8.31162
60,1.363973,8.312268
60,1.363973,8.3194
60,1.365325,8.323721
60,1.365325,8.317671
60,1.365325,8.323289
60,1.365325,8.321561
60,1.365325,8.320048
60,1.366901,8.323721
60,1.366901,8.327611
60,1.366901,8.32653
60,1.368773,8.323505
60,1.368773,8.329988
60,1.368773,8.336039
60,1.368773,8.332365
60,1.368773,8.328908
60,1.368773,8.328476
60,1.370536,8.323289
60,1.370536,8.335607
60,1.370536,8.353327
60,1.370536,8.345763
60,1.372043,8.334958
60,1.372043,8.328259
60,1.373332,8.342522
60,1.373332,8.341658
60,1.373332,8.347492
60,1.373332,8.34922
60,1.373332,8.344466
60,1.373332,8.342954
60,1.373332,8.35592
60,1.37452,8.36305
60,1.37452,8.35592
60,1.37452,8.346195
60,1.37452,8.356352
60,1.375646,8.362403
60,1.375646,8.364996
60,1.37685,8.362186
60,1.37685,8.35203
60,1.37685,8.358296
60,1.37685,8.367156
60,1.37685,8.36305
60,1.37685,8.374935
60,1.378116,8.374935
60,1.378116,8.369317
60,1.378116,8.378825
60,1.378116,8.362835
60,1.378116,8.372775
60,1.379281,8.374071
60,1.379281,8.370831
60,1.379281,8.373639
60,1.380384,8.384444
60,1.380384,8.38855
60,1.380384,8.396545
60,1.380384,8.384444
60,1.380384,8.387901
60,1.380384,8.400002
60,1.381425,8.400434
60,1.381425,8.395032
60,1.381425,8.395248
60,1.381425,8.39849
60,1.382885,8.403893
60,1.382885,8.400434
60,1.382885,8.411672
60,1.384819,8.411455
60,1.384819,8.406054
60,1.384819,8.411887
60,1.384819,8.40843
60,1.384819,8.403893
60,1.386885,8.419452
60,1.386885,8.42118
60,1.386885,8.415562
60,1.386885,8.406269
60,1.386885,8.410591
60,1.388997,8.412752
60,1.388997,8.416426
60,1.391001,8.42226
60,1.391001,8.418803
60,1.391001,8.426582
60,1.391001,8.434146
60,1.391001,8.427663
60,1.391001,8.425934
60,1.392547,8.425502
60,1.392547,8.4322
60,1.392547,8.44106
60,1.392547,8.439548
60,1.393844,8.442357
60,1.393844,8.441277
60,1.393844,8.434578
60,1.393844,8.431984
60,1.395086,8.429175
60,1.395086,8.443438
60,1.395086,8.440196
60,1.395086,8.442574
60,1.395086,8.44387
60,1.396484,8.447543
60,1.396484,8.443221
60,1.396484,8.450136
60,1.396484,8.46375
60,1.396484,8.460293
60,1.397905,8.45489
60,1.397905,8.452946
60,1.399311,8.451865
60,1.399311,8.466343
60,1.399311,8.472394
60,1.399311,8.465479
60,1.399311,8.465911
60,1.400608,8.47153
60,1.400608,8.46159
60,1.400608,8.460508
60,1.400608,8.469369
60,1.400608,8.480822
60,1.401602,8.471313
60,1.401602,8.469152
60,1.401602,8.476068
60,1.402713,8.473907
60,1.402713,8.474555
60,1.402713,8.479958
60,1.402713,8.48147
60,1.402713,8.479309
60,1.402713,8.480173
60,1.403971,8.483847
60,1.403971,8.484063
60,1.403971,8.482766
60,1.403971,8.48147
60,1.403971,8.496381
60,1.4054,8.50027
60,1.4054,8.498758
60,1.40679,8.503511
60,1.40679,8.502647
60,1.40679,8.506321
60,1.40679,8.503727
60,1.40679,8.503727
60,1.40679,8.516478
60,1.40808,8.507833
60,1.40808,8.500703
60,1.40808,8.50027
60,1.40808,8.50524
60,1.40808,8.502215
60,1.409649,8.511724
60,1.409649,8.515614
60,1.409649,8.512588
60,1.411178,8.511724
60,1.411178,8.522312
60,1.411178,8.520583
60,1.411178,8.510643
60,1.411178,8.513236
60,1.412491,8.517774
60,1.412491,8.527714
60,1.412491,8.534413
60,1.412491,8.53571
60,1.413842,8.532036
60,1.413842,8.529443
60,1.413842,8.529658
60,1.41559,8.535493
60,1.41559,8.528362
60,1.41559,8.532036
60,1.41559,8.54176
60,1.41559,8.552781
60,1.41559,8.546298
60,1.417609,8.537006
60,1.417609,8.538303
60,1.417609,8.540248
60,1.417609,8.54565
60,1.417609,8.554726
60,1.419201,8.553862
60,1.419201,8.544569
60,1.419201,8.546947
60,1.42032,8.555374
60,1.42032,8.557535
60,1.42032,8.5584
60,1.42032,8.551052
60,1.42032,8.55451
60,1.421221,8.561209
60,1.421221,8.562289
60,1.421221,8.558616
60,1.421221,8.561642
60,1.422161,8.573526
60,1.422161,8.570069
60,1.422161,8.559264
60,1.422161,8.55343
60,1.4231,8.5705
60,1.4231,8.574607
60,1.4231,8.577415
60,1.4231,8.575686
60,1.4231,8.582386
60,1.42418,8.580657
60,1.42418,8.583683
60,1.42418,8.578712
60,1.42418,8.58109
60,1.425686,8.581521
60,1.425686,8.585628
60,1.425686,8.592326
60,1.427255,8.59319
60,1.427255,8.595352
60,1.427255,8.588221
60,1.427255,8.595568
60,1.427255,8.592542
60,1.427255,8.595783
60,1.42856,8.595783
60,1.42856,8.599673
60,1.42856,8.605508
60,1.42856,8.601834
60,1.429616,8.602266
60,1.429616,8.60983
60,1.429616,8.602915
60,1.430494,8.598161
60,1.430494,8.605076
60,1.430494,8.611774
60,1.430494,8.614367
60,1.430494,8.607021
60,1.430494,8.607885
60,1.431566,8.624308
60,1.431566,8.621499
60,1.431566,8.620419
60,1.431566,8.621499
60,1.432863,8.6148
60,1.432863,8.616529
60,1.432863,8.623444
60,1.434369,8.62863
60,1.434369,8.626685
60,1.434369,8.631223
60,1.434369,8.631871
60,1.434369,8.63641
60,1.434369,8.631871
60,1.435635,8.636193
60,1.435635,8.639435
60,1.435635,8.630575
60,1.435635,8.641596
60,1.436692,8.639218
60,1.436692,8.640514
60,1.436692,8.640299
60,1.438004,8.6336
60,1.438004,8.643973
60,1.438004,8.641811
60,1.438004,8.637057
60,1.438004,8.635761
60,1.438004,8.645485
60,1.439325,8.647862
60,1.439325,8.653697
60,1.439325,8.649808
60,1.439325,8.657371
60,1.440715,8.666663
60,1.440715,8.657371
60,1.440715,8.654561
60,1.442462,8.661908
60,1.442462,8.66018
60,1.442462,8.654346
60,1.442462,8.657587
60,1.442462,8.661476
60,1.444186,8.665582
60,1.444186,8.669472
60,1.444186,8.656507
60,1.444186,8.662557
60,1.444186,8.66515
60,1.445825,8.664718
60,1.445825,8.681789
60,1.445825,8.675306
60,1.446858,8.667527
60,1.446858,8.678332
60,1.446858,8.682005
60,1.446858,8.683518
60,1.446858,8.685463
60,1.446858,8.68784
60,1.447386,8.689569
60,1.447386,8.685463
60,1.447386,8.679412
60,1.447386,8.67898
60,1.448745,8.68287
60,1.448745,8.690217
60,1.450928,8.696484
